Session ID,Customer ID,Pages Visited,Timestamp Interaction
SESS_0877,CUST_0241,"['Category Page', 'Homepage', 'Product Detail Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page']",2022-11-17 12:27:18
SESS_0878,CUST_0398,"['Checkout Page', 'Category Page', 'Product Detail Page', 'Homepage', 'Cart Page', 'Order Confirmation Page']",2022-08-12 07:04:55
SESS_0879,CUST_0803,"['Homepage', 'Cart Page', 'Checkout Page', 'Product Detail Page', 'Category Page']",2023-08-06 07:22:16
SESS_0880,CUST_0945,"['Category Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage', 'Cart Page', 'Checkout Page']",2024-02-02 00:25:38
SESS_0881,CUST_0157,"['Product Detail Page', 'Cart Page', 'Category Page', 'Order Confirmation Page', 'Checkout Page']",2024-06-01 09:00:24
SESS_0882,CUST_0361,"['Checkout Page', 'Category Page', 'Order Confirmation Page']",2022-11-08 12:17:24
SESS_0883,CUST_0724,"['Homepage', 'Cart Page', 'Checkout Page', 'Order Confirmation Page']",2023-12-28 10:26:25
SESS_0884,CUST_0134,"['Product Detail Page', 'Category Page', 'Cart Page', 'Order Confirmation Page', 'Checkout Page']",2022-11-20 16:19:47
SESS_0885,CUST_0753,"['Product Detail Page', 'Cart Page', 'Checkout Page', 'Homepage']",2023-12-23 05:43:40
SESS_0886,CUST_0577,"['Cart Page', 'Checkout Page', 'Product Detail Page']",2022-09-09 08:50:33
SESS_0887,CUST_0330,"['Product Detail Page', 'Cart Page', 'Homepage']",2023-04-05 19:56:10
SESS_0888,CUST_0419,"['Homepage', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2023-08-01 08:48:55
SESS_0889,CUST_0951,"['Cart Page', 'Homepage', 'Checkout Page']",2023-04-27 13:51:38
SESS_0890,CUST_0973,"['Homepage', 'Checkout Page', 'Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Category Page']",2022-09-07 18:41:38
SESS_0891,CUST_0553,"['Order Confirmation Page', 'Homepage', 'Category Page', 'Product Detail Page']",2022-08-10 03:56:00
SESS_0892,CUST_0751,"['Product Detail Page', 'Checkout Page', 'Homepage']",2023-01-11 22:15:02
SESS_0893,CUST_0158,"['Order Confirmation Page', 'Checkout Page', 'Category Page']",2023-02-17 07:40:02
SESS_0894,CUST_0814,"['Category Page', 'Product Detail Page', 'Cart Page', 'Order Confirmation Page']",2023-08-23 20:39:23
SESS_0895,CUST_0820,"['Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Cart Page', 'Category Page']",2023-07-08 19:12:35
SESS_0896,CUST_0803,"['Product Detail Page', 'Homepage', 'Category Page']",2023-08-09 01:22:33
SESS_0897,CUST_0703,"['Cart Page', 'Homepage', 'Checkout Page']",2024-08-09 11:45:28
SESS_0898,CUST_0120,"['Product Detail Page', 'Checkout Page', 'Homepage']",2024-01-16 03:43:41
SESS_0899,CUST_0740,"['Category Page', 'Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Checkout Page', 'Homepage']",2023-03-04 10:10:51
SESS_0900,CUST_0317,"['Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Checkout Page', 'Category Page']",2024-09-22 22:17:51
SESS_0901,CUST_0351,"['Homepage', 'Category Page', 'Cart Page', 'Product Detail Page', 'Checkout Page']",2023-06-09 15:46:23
SESS_0902,CUST_0283,"['Product Detail Page', 'Homepage', 'Cart Page']",2024-05-09 06:19:56
SESS_0903,CUST_0342,"['Cart Page', 'Homepage', 'Product Detail Page', 'Category Page']",2023-09-06 04:17:44
SESS_0904,CUST_0428,"['Order Confirmation Page', 'Product Detail Page', 'Category Page', 'Cart Page']",2023-01-27 03:39:21
SESS_0905,CUST_0633,"['Category Page', 'Homepage', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2024-06-05 06:58:58
SESS_0906,CUST_0452,"['Category Page', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage']",2022-12-31 01:01:42
SESS_0907,CUST_0108,"['Order Confirmation Page', 'Homepage', 'Cart Page']",2023-08-03 21:58:02
SESS_0908,CUST_0104,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Category Page']",2023-07-09 04:16:23
SESS_0909,CUST_0256,"['Product Detail Page', 'Order Confirmation Page', 'Cart Page', 'Category Page', 'Homepage']",2024-07-23 01:20:25
SESS_0910,CUST_0348,"['Homepage', 'Checkout Page', 'Product Detail Page', 'Category Page']",2024-04-16 09:05:01
SESS_0911,CUST_0326,"['Category Page', 'Cart Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage', 'Product Detail Page']",2022-10-31 23:21:07
SESS_0912,CUST_0388,"['Product Detail Page', 'Cart Page', 'Category Page', 'Homepage']",2024-03-27 23:06:13
SESS_0913,CUST_0614,"['Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Homepage', 'Checkout Page', 'Cart Page']",2022-11-25 05:08:06
SESS_0914,CUST_0183,"['Cart Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page', 'Product Detail Page']",2023-10-04 02:17:21
SESS_0915,CUST_0988,"['Homepage', 'Cart Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page']",2022-08-17 15:54:51
SESS_0916,CUST_0869,"['Homepage', 'Product Detail Page', 'Cart Page', 'Checkout Page']",2022-11-06 11:20:13
SESS_0917,CUST_0259,"['Homepage', 'Checkout Page', 'Category Page', 'Product Detail Page', 'Cart Page', 'Order Confirmation Page']",2022-12-01 08:43:25
SESS_0918,CUST_0018,"['Product Detail Page', 'Cart Page', 'Order Confirmation Page', 'Category Page']",2022-09-04 02:20:04
SESS_0919,CUST_0802,"['Category Page', 'Product Detail Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage', 'Cart Page']",2023-06-03 12:09:50
SESS_0920,CUST_0404,"['Cart Page', 'Checkout Page', 'Product Detail Page', 'Category Page', 'Homepage']",2022-12-08 08:57:25
SESS_0921,CUST_0291,"['Category Page', 'Checkout Page', 'Cart Page', 'Homepage', 'Product Detail Page']",2022-12-13 19:15:35
SESS_0922,CUST_0439,"['Product Detail Page', 'Category Page', 'Cart Page', 'Homepage']",2022-09-30 20:08:32
SESS_0923,CUST_0520,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Category Page']",2022-12-29 07:22:34
SESS_0924,CUST_0247,"['Product Detail Page', 'Checkout Page', 'Homepage']",2023-10-28 08:47:03
SESS_0925,CUST_0734,"['Order Confirmation Page', 'Homepage', 'Product Detail Page']",2023-10-17 18:07:29
SESS_0926,CUST_0344,"['Category Page', 'Cart Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page']",2023-10-03 20:30:39
SESS_0927,CUST_0869,"['Homepage', 'Product Detail Page', 'Cart Page']",2024-09-07 04:13:02
SESS_0928,CUST_0089,"['Category Page', 'Homepage', 'Cart Page', 'Order Confirmation Page']",2022-09-14 03:06:22
SESS_0929,CUST_0370,"['Checkout Page', 'Cart Page', 'Category Page', 'Homepage', 'Order Confirmation Page', 'Product Detail Page']",2023-08-23 05:20:50
SESS_0930,CUST_0231,"['Order Confirmation Page', 'Cart Page', 'Checkout Page']",2023-01-15 15:21:53
SESS_0931,CUST_0784,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page']",2023-07-06 19:47:57
SESS_0932,CUST_0072,"['Product Detail Page', 'Category Page', 'Homepage', 'Order Confirmation Page', 'Checkout Page', 'Cart Page']",2022-09-04 10:19:20
SESS_0933,CUST_0741,"['Category Page', 'Cart Page', 'Checkout Page']",2024-03-09 08:45:19
SESS_0934,CUST_0019,"['Product Detail Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage']",2023-03-21 13:32:41
SESS_0935,CUST_0437,"['Category Page', 'Homepage', 'Checkout Page']",2022-12-28 23:48:55
SESS_0936,CUST_0414,"['Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Category Page']",2023-06-07 02:29:48
SESS_0937,CUST_0347,"['Homepage', 'Order Confirmation Page', 'Category Page', 'Product Detail Page', 'Checkout Page', 'Cart Page']",2023-03-28 22:26:19
SESS_0938,CUST_0095,"['Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Checkout Page']",2023-08-23 08:08:10
SESS_0939,CUST_0611,"['Order Confirmation Page', 'Cart Page', 'Checkout Page', 'Product Detail Page', 'Homepage', 'Category Page']",2023-05-30 10:38:22
SESS_0940,CUST_0121,"['Product Detail Page', 'Order Confirmation Page', 'Category Page']",2023-09-12 15:53:04
SESS_0941,CUST_0567,"['Category Page', 'Homepage', 'Checkout Page', 'Cart Page', 'Product Detail Page']",2023-05-21 14:16:10
SESS_0942,CUST_0717,"['Order Confirmation Page', 'Homepage', 'Cart Page', 'Checkout Page', 'Category Page']",2024-07-08 09:12:43
SESS_0943,CUST_0081,"['Order Confirmation Page', 'Homepage', 'Category Page', 'Product Detail Page']",2023-02-01 19:38:16
SESS_0944,CUST_0237,"['Category Page', 'Cart Page', 'Checkout Page', 'Order Confirmation Page']",2023-09-11 17:15:26
SESS_0945,CUST_0658,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2024-09-24 16:25:32
SESS_0946,CUST_0862,"['Homepage', 'Order Confirmation Page', 'Product Detail Page']",2023-12-28 17:04:00
SESS_0947,CUST_0646,"['Cart Page', 'Category Page', 'Homepage', 'Order Confirmation Page']",2022-08-31 16:00:39
SESS_0948,CUST_0522,"['Order Confirmation Page', 'Cart Page', 'Product Detail Page', 'Category Page']",2022-09-25 22:33:34
SESS_0949,CUST_0983,"['Checkout Page', 'Category Page', 'Cart Page', 'Order Confirmation Page']",2024-06-22 07:44:35
SESS_0950,CUST_0242,"['Homepage', 'Cart Page', 'Product Detail Page']",2024-07-11 09:04:26
SESS_0951,CUST_0921,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page', 'Category Page', 'Homepage']",2022-10-22 20:59:49
SESS_0952,CUST_0896,"['Homepage', 'Checkout Page', 'Order Confirmation Page', 'Cart Page']",2024-08-08 11:10:32
SESS_0953,CUST_0453,"['Order Confirmation Page', 'Checkout Page', 'Cart Page']",2023-11-18 06:00:19
SESS_0954,CUST_0841,"['Homepage', 'Product Detail Page', 'Order Confirmation Page', 'Category Page']",2023-02-17 14:25:02
SESS_0955,CUST_0683,"['Order Confirmation Page', 'Cart Page', 'Homepage', 'Product Detail Page', 'Category Page']",2022-09-03 09:25:35
SESS_0956,CUST_0717,"['Cart Page', 'Category Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page', 'Product Detail Page']",2022-10-22 00:37:10
SESS_0957,CUST_0370,"['Checkout Page', 'Category Page', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage']",2022-08-13 00:14:02
SESS_0958,CUST_0816,"['Cart Page', 'Homepage', 'Category Page']",2022-11-26 18:36:41
SESS_0959,CUST_0457,"['Homepage', 'Product Detail Page', 'Cart Page', 'Order Confirmation Page', 'Category Page', 'Checkout Page']",2022-11-22 04:48:56
SESS_0960,CUST_0955,"['Cart Page', 'Homepage', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2024-09-24 00:55:48
SESS_0961,CUST_0207,"['Checkout Page', 'Homepage', 'Product Detail Page', 'Category Page', 'Order Confirmation Page', 'Cart Page']",2023-04-18 20:14:32
SESS_0962,CUST_0336,"['Category Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage', 'Cart Page']",2023-12-13 04:46:14
SESS_0963,CUST_0536,"['Order Confirmation Page', 'Checkout Page', 'Cart Page', 'Category Page']",2022-11-27 15:13:14
SESS_0964,CUST_0283,"['Order Confirmation Page', 'Homepage', 'Category Page', 'Checkout Page', 'Cart Page']",2024-03-16 05:29:13
SESS_0965,CUST_0603,"['Homepage', 'Order Confirmation Page', 'Product Detail Page', 'Category Page']",2022-08-19 22:57:26
SESS_0966,CUST_0387,"['Cart Page', 'Order Confirmation Page', 'Checkout Page', 'Category Page', 'Homepage']",2024-05-23 02:29:40
SESS_0967,CUST_0717,"['Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Category Page', 'Homepage', 'Cart Page']",2023-02-04 05:10:22
SESS_0968,CUST_0955,"['Order Confirmation Page', 'Cart Page', 'Product Detail Page', 'Homepage', 'Category Page']",2023-03-03 23:46:41
SESS_0969,CUST_0825,"['Cart Page', 'Checkout Page', 'Category Page', 'Homepage']",2023-04-02 18:52:38
SESS_0970,CUST_0583,"['Checkout Page', 'Cart Page', 'Homepage', 'Order Confirmation Page', 'Category Page', 'Product Detail Page']",2024-07-20 09:05:07
SESS_0971,CUST_0471,"['Order Confirmation Page', 'Checkout Page', 'Product Detail Page']",2023-02-11 23:04:24
SESS_0972,CUST_0326,"['Order Confirmation Page', 'Cart Page', 'Checkout Page', 'Homepage', 'Product Detail Page', 'Category Page']",2023-08-16 21:11:28
SESS_0973,CUST_0367,"['Category Page', 'Homepage', 'Product Detail Page']",2023-06-28 01:27:33
SESS_0974,CUST_0543,"['Product Detail Page', 'Cart Page', 'Order Confirmation Page', 'Checkout Page', 'Category Page']",2024-05-06 02:19:34
SESS_0975,CUST_0003,"['Product Detail Page', 'Category Page', 'Homepage', 'Cart Page', 'Order Confirmation Page']",2023-04-25 08:57:40
SESS_0976,CUST_0332,"['Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Cart Page', 'Homepage']",2023-10-31 20:58:09
SESS_0977,CUST_0137,"['Checkout Page', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2024-08-09 06:45:32
SESS_0978,CUST_0856,"['Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Checkout Page']",2023-10-29 18:47:59
SESS_0979,CUST_0261,"['Cart Page', 'Checkout Page', 'Order Confirmation Page']",2023-10-02 16:31:26
SESS_0980,CUST_0339,"['Checkout Page', 'Cart Page', 'Category Page', 'Product Detail Page']",2024-03-23 18:06:44
SESS_0981,CUST_0309,"['Order Confirmation Page', 'Homepage', 'Category Page', 'Product Detail Page']",2024-06-09 10:57:25
SESS_0982,CUST_0657,"['Checkout Page', 'Product Detail Page', 'Cart Page', 'Homepage', 'Order Confirmation Page']",2024-01-13 05:45:05
SESS_0983,CUST_0981,"['Order Confirmation Page', 'Product Detail Page', 'Category Page', 'Homepage']",2023-03-20 18:31:23
SESS_0984,CUST_0869,"['Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Cart Page', 'Checkout Page', 'Homepage']",2023-08-25 14:22:29
SESS_0985,CUST_0400,"['Checkout Page', 'Category Page', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page']",2024-03-16 07:45:13
SESS_0986,CUST_0044,"['Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Cart Page', 'Checkout Page', 'Category Page']",2023-04-27 17:50:29
SESS_0987,CUST_0662,"['Category Page', 'Order Confirmation Page', 'Cart Page']",2024-01-19 18:45:48
SESS_0988,CUST_0451,"['Category Page', 'Homepage', 'Checkout Page', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page']",2022-10-19 13:58:08
SESS_0989,CUST_0724,"['Category Page', 'Homepage', 'Cart Page']",2024-04-25 07:48:11
SESS_0990,CUST_0601,"['Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Cart Page', 'Checkout Page']",2024-05-02 09:12:41
SESS_0991,CUST_0022,"['Cart Page', 'Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Category Page']",2023-03-18 14:23:45
SESS_0992,CUST_0919,"['Product Detail Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage', 'Cart Page']",2023-09-25 07:30:32
SESS_0993,CUST_0099,"['Homepage', 'Category Page', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2023-05-09 18:50:42
SESS_0994,CUST_0055,"['Order Confirmation Page', 'Cart Page', 'Product Detail Page', 'Checkout Page', 'Category Page', 'Homepage']",2024-05-13 21:32:47
SESS_0995,CUST_0014,"['Product Detail Page', 'Category Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page']",2024-04-13 23:54:37
SESS_0996,CUST_0646,"['Category Page', 'Cart Page', 'Checkout Page', 'Homepage', 'Product Detail Page', 'Order Confirmation Page']",2023-12-07 22:16:07
SESS_0997,CUST_0997,"['Order Confirmation Page', 'Product Detail Page', 'Cart Page', 'Homepage']",2023-08-15 13:33:17
SESS_0998,CUST_0045,"['Checkout Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage']",2022-08-27 20:57:39
SESS_0999,CUST_0818,"['Checkout Page', 'Homepage', 'Product Detail Page', 'Cart Page', 'Category Page', 'Order Confirmation Page']",2023-03-15 16:03:55
SESS_1000,CUST_0886,"['Order Confirmation Page', 'Category Page', 'Checkout Page']",2022-10-13 02:26:57
SESS_1001,CUST_0589,"['Order Confirmation Page', 'Product Detail Page', 'Homepage']",2023-12-12 11:09:49
SESS_1002,CUST_0323,"['Cart Page', 'Checkout Page', 'Homepage', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2024-01-15 05:18:47
SESS_1003,CUST_0987,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage', 'Category Page', 'Checkout Page']",2023-08-13 14:27:54
SESS_1004,CUST_0847,"['Product Detail Page', 'Category Page', 'Homepage', 'Order Confirmation Page', 'Checkout Page']",2023-06-15 19:41:45
SESS_1005,CUST_0821,"['Product Detail Page', 'Order Confirmation Page', 'Category Page']",2023-02-04 13:34:04
SESS_1006,CUST_0684,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Category Page']",2022-08-04 03:17:33
SESS_1007,CUST_0679,"['Cart Page', 'Category Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page', 'Product Detail Page']",2023-12-20 14:13:40
SESS_1008,CUST_0239,"['Cart Page', 'Checkout Page', 'Product Detail Page']",2023-05-11 14:08:31
SESS_1009,CUST_0911,"['Category Page', 'Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage']",2023-12-17 16:01:53
SESS_1010,CUST_0705,"['Order Confirmation Page', 'Checkout Page', 'Homepage']",2022-12-18 08:45:20
SESS_1011,CUST_0770,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Checkout Page']",2024-06-22 00:24:56
SESS_1012,CUST_0026,"['Order Confirmation Page', 'Checkout Page', 'Homepage', 'Category Page', 'Cart Page']",2024-09-05 20:02:24
SESS_1013,CUST_0868,"['Category Page', 'Order Confirmation Page', 'Cart Page', 'Checkout Page', 'Homepage']",2023-04-13 19:56:19
SESS_1014,CUST_0827,"['Cart Page', 'Homepage', 'Order Confirmation Page']",2023-01-18 06:55:22
SESS_1015,CUST_0626,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage', 'Product Detail Page']",2024-08-29 21:37:20
SESS_1016,CUST_0632,"['Checkout Page', 'Order Confirmation Page', 'Homepage', 'Cart Page', 'Category Page', 'Product Detail Page']",2023-12-30 12:01:23
SESS_1017,CUST_0793,"['Cart Page', 'Checkout Page', 'Category Page', 'Product Detail Page', 'Homepage', 'Order Confirmation Page']",2022-11-17 11:28:11
SESS_1018,CUST_0146,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage']",2024-04-21 09:37:03
SESS_1019,CUST_0695,"['Order Confirmation Page', 'Homepage', 'Checkout Page']",2022-10-15 17:27:53
SESS_1020,CUST_0414,"['Order Confirmation Page', 'Checkout Page', 'Cart Page', 'Product Detail Page']",2024-06-12 10:04:48
SESS_1021,CUST_0145,"['Category Page', 'Order Confirmation Page', 'Homepage', 'Cart Page', 'Product Detail Page', 'Checkout Page']",2023-10-30 09:40:56
SESS_1022,CUST_0549,"['Checkout Page', 'Product Detail Page', 'Order Confirmation Page']",2024-06-28 03:56:19
SESS_1023,CUST_0030,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page']",2023-01-30 12:43:37
SESS_1024,CUST_0503,"['Order Confirmation Page', 'Homepage', 'Checkout Page', 'Category Page', 'Cart Page']",2024-02-28 02:19:53
SESS_1025,CUST_0863,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Category Page', 'Order Confirmation Page', 'Homepage']",2024-03-23 14:31:32
SESS_1026,CUST_0768,"['Category Page', 'Cart Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page']",2023-08-08 20:37:25
SESS_1027,CUST_0404,"['Checkout Page', 'Cart Page', 'Homepage']",2024-08-29 16:46:02
SESS_1028,CUST_0573,"['Order Confirmation Page', 'Checkout Page', 'Homepage', 'Cart Page']",2022-10-11 16:38:34
SESS_1029,CUST_0769,"['Product Detail Page', 'Cart Page', 'Homepage']",2023-09-11 23:55:18
SESS_1030,CUST_0925,"['Checkout Page', 'Product Detail Page', 'Category Page', 'Homepage']",2023-07-18 17:14:01
SESS_1031,CUST_0155,"['Cart Page', 'Order Confirmation Page', 'Homepage', 'Category Page', 'Checkout Page']",2024-07-15 02:57:34
SESS_1032,CUST_0802,"['Homepage', 'Cart Page', 'Order Confirmation Page', 'Checkout Page']",2022-09-22 21:23:51
SESS_1033,CUST_0767,"['Homepage', 'Cart Page', 'Order Confirmation Page', 'Checkout Page']",2024-01-31 17:47:56
SESS_1034,CUST_0532,"['Category Page', 'Homepage', 'Product Detail Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page']",2022-10-10 09:44:31
SESS_1035,CUST_0535,"['Product Detail Page', 'Category Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page', 'Cart Page']",2022-11-05 08:57:32
SESS_1036,CUST_0603,"['Category Page', 'Homepage', 'Product Detail Page']",2022-11-12 05:05:15
SESS_1037,CUST_0387,"['Cart Page', 'Product Detail Page', 'Category Page', 'Checkout Page', 'Homepage', 'Order Confirmation Page']",2023-05-01 00:08:40
SESS_1038,CUST_0579,"['Cart Page', 'Category Page', 'Order Confirmation Page', 'Checkout Page']",2024-04-27 05:36:30
SESS_1039,CUST_0398,"['Product Detail Page', 'Homepage', 'Cart Page', 'Order Confirmation Page']",2023-09-22 23:27:14
SESS_1040,CUST_0073,"['Order Confirmation Page', 'Category Page', 'Product Detail Page', 'Cart Page', 'Homepage', 'Checkout Page']",2023-05-14 20:31:10
SESS_1041,CUST_0566,"['Category Page', 'Product Detail Page', 'Order Confirmation Page', 'Homepage']",2023-11-27 22:37:48
SESS_1042,CUST_0972,"['Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Category Page', 'Homepage']",2023-04-06 09:06:05
SESS_1043,CUST_0662,"['Category Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage']",2023-11-04 17:01:36
SESS_1044,CUST_0772,"['Checkout Page', 'Cart Page', 'Category Page', 'Order Confirmation Page', 'Homepage']",2024-10-05 14:43:42
SESS_1045,CUST_0742,"['Homepage', 'Category Page', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page']",2023-03-19 20:10:47
SESS_1046,CUST_0143,"['Cart Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage']",2022-08-25 01:32:01
SESS_1047,CUST_1000,"['Category Page', 'Product Detail Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage']",2022-09-06 11:10:29
SESS_1048,CUST_0106,"['Homepage', 'Cart Page', 'Product Detail Page']",2023-05-24 05:54:42
SESS_1049,CUST_0684,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Checkout Page', 'Homepage', 'Category Page']",2023-08-31 21:19:43
SESS_1050,CUST_0856,"['Homepage', 'Category Page', 'Checkout Page']",2022-10-11 12:32:45
SESS_1051,CUST_0811,"['Product Detail Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page']",2023-01-14 13:05:09
SESS_1052,CUST_0784,"['Order Confirmation Page', 'Checkout Page', 'Homepage']",2023-01-25 09:23:22
SESS_1053,CUST_0027,"['Order Confirmation Page', 'Cart Page', 'Homepage', 'Product Detail Page']",2023-08-03 13:18:00
SESS_1054,CUST_0582,"['Product Detail Page', 'Order Confirmation Page', 'Cart Page', 'Checkout Page', 'Category Page']",2022-09-22 22:32:40
SESS_1055,CUST_0670,"['Cart Page', 'Checkout Page', 'Order Confirmation Page', 'Homepage', 'Product Detail Page', 'Category Page']",2024-01-15 04:01:19
SESS_1056,CUST_0187,"['Product Detail Page', 'Homepage', 'Checkout Page', 'Category Page']",2023-05-30 07:20:48
SESS_1057,CUST_0541,"['Order Confirmation Page', 'Cart Page', 'Checkout Page', 'Product Detail Page']",2022-12-09 23:46:02
SESS_1058,CUST_0250,"['Cart Page', 'Homepage', 'Category Page', 'Product Detail Page', 'Order Confirmation Page']",2024-06-21 13:14:38
SESS_1059,CUST_0299,"['Category Page', 'Checkout Page', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page']",2022-09-28 17:05:14
SESS_1060,CUST_0369,"['Product Detail Page', 'Homepage', 'Checkout Page']",2024-03-02 23:01:47
SESS_1061,CUST_0286,"['Homepage', 'Cart Page', 'Category Page', 'Order Confirmation Page']",2023-01-08 05:29:41
SESS_1062,CUST_0888,"['Homepage', 'Cart Page', 'Order Confirmation Page', 'Category Page']",2024-02-01 20:09:17
SESS_1063,CUST_0081,"['Homepage', 'Product Detail Page', 'Cart Page', 'Order Confirmation Page']",2024-01-31 12:27:16
SESS_1064,CUST_0761,"['Category Page', 'Cart Page', 'Homepage', 'Product Detail Page', 'Order Confirmation Page']",2023-01-06 19:02:12
SESS_1065,CUST_0668,"['Category Page', 'Product Detail Page', 'Checkout Page', 'Cart Page', 'Homepage']",2023-11-09 18:00:14
SESS_1066,CUST_0474,"['Product Detail Page', 'Order Confirmation Page', 'Cart Page']",2023-06-15 16:37:50
SESS_1067,CUST_0788,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Cart Page', 'Product Detail Page', 'Homepage']",2024-06-29 07:14:55
SESS_1068,CUST_0629,"['Homepage', 'Product Detail Page', 'Checkout Page', 'Order Confirmation Page', 'Cart Page', 'Category Page']",2023-10-10 00:41:59
SESS_1069,CUST_0607,"['Checkout Page', 'Homepage', 'Order Confirmation Page']",2024-01-06 14:09:31
SESS_1070,CUST_0820,"['Order Confirmation Page', 'Checkout Page', 'Category Page', 'Homepage', 'Product Detail Page']",2023-08-06 06:02:07
SESS_1071,CUST_0649,"['Product Detail Page', 'Order Confirmation Page', 'Homepage', 'Category Page', 'Checkout Page']",2023-08-20 11:40:35
SESS_1072,CUST_0460,"['Cart Page', 'Homepage', 'Checkout Page', 'Category Page', 'Order Confirmation Page', 'Product Detail Page']",2023-07-28 08:40:55
SESS_1073,CUST_0779,"['Cart Page', 'Category Page', 'Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Homepage']",2024-05-15 04:04:34
SESS_1074,CUST_0253,"['Category Page', 'Order Confirmation Page', 'Checkout Page', 'Product Detail Page', 'Homepage']",2023-12-18 02:43:20
SESS_1075,CUST_0963,"['Category Page', 'Cart Page', 'Order Confirmation Page', 'Product Detail Page', 'Homepage', 'Checkout Page']",2024-06-03 02:31:17
SESS_1076,CUST_0553,"['Cart Page', 'Checkout Page', 'Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Homepage']",2023-08-15 04:05:25
SESS_1077,CUST_0953,"['Product Detail Page', 'Cart Page', 'Checkout Page', 'Category Page', 'Homepage']",2023-11-17 10:53:47
SESS_1078,CUST_0157,"['Category Page', 'Cart Page', 'Product Detail Page', 'Homepage']",2024-06-07 22:34:32
SESS_1079,CUST_0816,"['Cart Page', 'Product Detail Page', 'Order Confirmation Page', 'Category Page', 'Homepage']",2023-10-31 20:12:29
SESS_1080,CUST_0055,"['Order Confirmation Page', 'Checkout Page', 'Homepage']",2023-11-23 07:58:57
SESS_1081,CUST_0532,"['Homepage', 'Category Page', 'Checkout Page', 'Order Confirmation Page', 'Cart Page', 'Product Detail Page']",2024-07-02 13:44:39
