Transaction ID,Product ID,Units Sold,Price per Unit
TXN_0231,PROD_0028,2,22.45
TXN_0232,PROD_0006,2,30.0
TXN_0233,PROD_0044,2,39.71
TXN_0233,PROD_0019,2,30.0
TXN_0234,PROD_0026,1,35.26
TXN_0234,PROD_0005,1,15.5
TXN_0234,PROD_0035,2,14.11
TXN_0234,PROD_0026,3,35.26
TXN_0234,PROD_0013,3,18.0
TXN_0235,PROD_0032,2,37.86
TXN_0235,PROD_0022,2,55.0
TXN_0235,PROD_0045,2,150.0
TXN_0235,PROD_0012,1,26.69
TXN_0235,PROD_0034,1,22.57
TXN_0236,PROD_0018,2,39.26
TXN_0236,PROD_0048,1,20.4
TXN_0236,PROD_0044,2,34.23
TXN_0236,PROD_0021,2,17.25
TXN_0236,PROD_0008,1,35.0
TXN_0237,PROD_0020,3,21.56
TXN_0237,PROD_0047,1,27.24
TXN_0237,PROD_0020,1,21.56
TXN_0237,PROD_0041,1,48.89
TXN_0238,PROD_0008,3,33.31
TXN_0238,PROD_0030,2,132.92
TXN_0238,PROD_0036,1,45.0
TXN_0238,PROD_0011,1,64.5
TXN_0238,PROD_0036,2,40.31
TXN_0239,PROD_0019,1,32.45
TXN_0239,PROD_0023,2,35.0
TXN_0239,PROD_0003,1,38.05
TXN_0239,PROD_0030,2,129.25
TXN_0239,PROD_0043,3,15.0
TXN_0240,PROD_0049,1,13.15
TXN_0240,PROD_0009,2,19.93
TXN_0240,PROD_0023,3,35.0
TXN_0240,PROD_0036,1,45.0
TXN_0240,PROD_0001,2,20.12
TXN_0241,PROD_0034,1,22.57
TXN_0242,PROD_0034,3,26.03
TXN_0242,PROD_0025,3,33.74
TXN_0242,PROD_0031,2,28.0
TXN_0243,PROD_0011,3,64.5
TXN_0243,PROD_0004,2,75.0
TXN_0243,PROD_0002,1,25.0
TXN_0243,PROD_0033,1,15.0
TXN_0244,PROD_0027,3,156.64
TXN_0244,PROD_0020,2,23.54
TXN_0244,PROD_0002,1,24.11
TXN_0245,PROD_0012,1,25.0
TXN_0245,PROD_0030,2,129.25
TXN_0245,PROD_0049,2,13.15
TXN_0245,PROD_0040,2,10.91
TXN_0246,PROD_0038,1,54.08
TXN_0246,PROD_0005,1,14.52
TXN_0246,PROD_0007,1,11.23
TXN_0246,PROD_0034,2,22.57
TXN_0246,PROD_0046,2,32.61
TXN_0247,PROD_0041,3,45.0
TXN_0247,PROD_0041,1,45.0
TXN_0247,PROD_0016,2,44.08
TXN_0248,PROD_0025,2,32.0
TXN_0248,PROD_0011,1,64.5
TXN_0248,PROD_0013,3,16.22
TXN_0249,PROD_0038,3,60.0
TXN_0249,PROD_0031,2,28.0
TXN_0250,PROD_0033,1,14.72
TXN_0250,PROD_0001,1,18.0
TXN_0250,PROD_0033,1,15.0
TXN_0250,PROD_0022,3,60.07
TXN_0251,PROD_0040,2,10.0
TXN_0251,PROD_0032,1,37.86
TXN_0252,PROD_0033,3,16.41
TXN_0253,PROD_0025,2,32.0
TXN_0253,PROD_0026,1,34.43
TXN_0254,PROD_0043,3,15.76
TXN_0255,PROD_0037,1,43.16
TXN_0256,PROD_0008,1,33.31
TXN_0256,PROD_0037,3,43.16
TXN_0256,PROD_0023,1,36.59
TXN_0256,PROD_0008,1,33.31
TXN_0257,PROD_0028,1,22.45
TXN_0257,PROD_0013,2,20.39
TXN_0257,PROD_0008,2,33.31
TXN_0257,PROD_0002,1,28.63
TXN_0257,PROD_0042,3,12.27
TXN_0258,PROD_0006,1,33.83
TXN_0258,PROD_0027,1,156.64
TXN_0258,PROD_0041,1,41.07
TXN_0259,PROD_0008,3,33.31
TXN_0259,PROD_0025,3,33.74
TXN_0259,PROD_0041,1,40.42
TXN_0259,PROD_0045,2,149.99
TXN_0260,PROD_0034,2,22.57
TXN_0260,PROD_0042,1,12.27
TXN_0260,PROD_0043,3,15.0
TXN_0260,PROD_0012,2,26.69
TXN_0260,PROD_0033,2,16.41
TXN_0261,PROD_0008,1,35.0
TXN_0261,PROD_0005,1,14.41
TXN_0261,PROD_0036,1,45.0
TXN_0261,PROD_0017,1,8.0
TXN_0262,PROD_0011,1,64.5
TXN_0262,PROD_0019,2,32.45
TXN_0262,PROD_0026,2,35.0
TXN_0262,PROD_0042,2,12.27
TXN_0262,PROD_0006,1,33.83
TXN_0263,PROD_0046,2,32.69
TXN_0264,PROD_0015,3,45.0
TXN_0264,PROD_0039,1,30.0
TXN_0264,PROD_0031,1,28.0
TXN_0264,PROD_0020,2,21.56
TXN_0265,PROD_0044,2,35.0
TXN_0265,PROD_0012,2,25.71
TXN_0265,PROD_0033,3,16.37
TXN_0265,PROD_0038,1,60.0
TXN_0266,PROD_0047,2,33.6
TXN_0266,PROD_0023,1,35.0
TXN_0267,PROD_0007,3,11.23
TXN_0267,PROD_0038,3,68.34
TXN_0267,PROD_0023,2,35.0
TXN_0267,PROD_0033,2,16.41
TXN_0268,PROD_0013,1,17.04
TXN_0268,PROD_0001,1,20.12
TXN_0268,PROD_0022,3,60.07
TXN_0269,PROD_0025,1,33.74
TXN_0269,PROD_0007,1,11.11
TXN_0269,PROD_0036,2,45.0
TXN_0270,PROD_0006,3,30.0
TXN_0271,PROD_0037,3,40.0
TXN_0271,PROD_0035,2,12.24
TXN_0271,PROD_0032,3,35.0
TXN_0271,PROD_0041,2,48.89
TXN_0272,PROD_0017,1,6.82
TXN_0272,PROD_0016,2,44.08
TXN_0272,PROD_0024,1,18.0
TXN_0273,PROD_0034,3,22.57
TXN_0273,PROD_0005,2,15.0
TXN_0273,PROD_0031,2,29.79
TXN_0274,PROD_0019,3,32.45
TXN_0275,PROD_0042,2,12.27
TXN_0275,PROD_0003,3,38.05
TXN_0275,PROD_0008,3,35.0
TXN_0275,PROD_0018,1,34.99
TXN_0276,PROD_0022,1,60.07
TXN_0276,PROD_0023,3,36.59
TXN_0276,PROD_0010,2,10.0
TXN_0277,PROD_0013,1,17.04
TXN_0277,PROD_0035,2,12.24
TXN_0277,PROD_0024,3,20.37
TXN_0278,PROD_0049,1,16.99
TXN_0278,PROD_0004,3,77.74
TXN_0278,PROD_0038,1,60.0
TXN_0279,PROD_0010,2,9.32
TXN_0279,PROD_0016,1,51.59
TXN_0279,PROD_0030,2,116.06
TXN_0280,PROD_0019,2,32.45
TXN_0280,PROD_0029,2,5.96
TXN_0280,PROD_0037,1,39.29
TXN_0280,PROD_0009,1,19.7
TXN_0280,PROD_0035,3,12.24
TXN_0281,PROD_0002,1,28.63
TXN_0281,PROD_0010,2,11.36
TXN_0281,PROD_0041,1,48.89
TXN_0281,PROD_0032,1,35.0
TXN_0281,PROD_0042,1,11.95
TXN_0282,PROD_0015,3,47.39
TXN_0282,PROD_0016,2,51.9
TXN_0283,PROD_0027,1,163.31
TXN_0283,PROD_0046,3,30.81
TXN_0284,PROD_0036,2,45.0
TXN_0285,PROD_0023,2,35.0
TXN_0285,PROD_0048,2,20.0
TXN_0285,PROD_0006,1,33.83
TXN_0286,PROD_0016,2,51.9
TXN_0286,PROD_0002,3,28.63
TXN_0287,PROD_0047,1,33.6
TXN_0288,PROD_0014,1,32.89
TXN_0289,PROD_0021,2,20.0
TXN_0290,PROD_0035,3,14.11
TXN_0290,PROD_0049,2,13.15
TXN_0290,PROD_0004,3,74.91
TXN_0290,PROD_0034,2,22.57
TXN_0290,PROD_0011,2,61.15
TXN_0291,PROD_0046,2,35.0
TXN_0291,PROD_0014,3,32.89
TXN_0292,PROD_0031,3,29.79
TXN_0292,PROD_0005,3,15.59
TXN_0292,PROD_0024,3,18.0
TXN_0293,PROD_0039,3,27.14
TXN_0293,PROD_0011,3,61.15
TXN_0293,PROD_0046,2,30.81
TXN_0294,PROD_0008,3,33.31
TXN_0294,PROD_0027,2,163.31
TXN_0294,PROD_0013,1,16.22
TXN_0295,PROD_0030,2,120.0
TXN_0295,PROD_0009,2,20.0
TXN_0295,PROD_0035,1,12.24
TXN_0296,PROD_0002,2,24.11
TXN_0296,PROD_0014,1,30.0
TXN_0297,PROD_0028,2,17.42
TXN_0297,PROD_0009,2,18.59
TXN_0297,PROD_0015,2,47.39
TXN_0298,PROD_0031,3,28.0
TXN_0298,PROD_0041,2,40.42
TXN_0298,PROD_0013,1,16.22
TXN_0298,PROD_0022,3,55.0
TXN_0298,PROD_0043,1,15.0
TXN_0299,PROD_0048,1,20.4
TXN_0299,PROD_0033,1,16.41
TXN_0299,PROD_0009,2,20.0
TXN_0299,PROD_0045,3,150.0
TXN_0300,PROD_0034,3,25.0
TXN_0300,PROD_0033,2,16.37
TXN_0301,PROD_0021,1,22.04
TXN_0301,PROD_0027,2,156.64
TXN_0301,PROD_0033,1,14.72
TXN_0301,PROD_0030,3,132.92
TXN_0302,PROD_0016,1,51.9
TXN_0303,PROD_0047,1,30.0
TXN_0303,PROD_0021,1,22.04
TXN_0303,PROD_0002,1,25.0
TXN_0303,PROD_0049,1,16.99
TXN_0304,PROD_0041,3,48.89
TXN_0304,PROD_0023,1,35.0
TXN_0304,PROD_0030,2,132.92
TXN_0305,PROD_0040,3,10.91
TXN_0306,PROD_0044,1,36.91
TXN_0306,PROD_0035,1,12.24
TXN_0306,PROD_0005,2,15.5
TXN_0306,PROD_0009,2,20.0
TXN_0307,PROD_0010,2,11.36
TXN_0308,PROD_0004,2,77.74
TXN_0309,PROD_0002,1,24.11
TXN_0310,PROD_0040,3,8.92
TXN_0310,PROD_0019,2,30.0
TXN_0311,PROD_0001,3,18.0
TXN_0311,PROD_0003,3,38.05
TXN_0311,PROD_0017,1,8.0
TXN_0311,PROD_0011,1,64.5
TXN_0311,PROD_0021,3,20.0
TXN_0312,PROD_0049,3,16.99
TXN_0312,PROD_0008,2,35.0
TXN_0313,PROD_0028,1,22.45
TXN_0313,PROD_0015,2,47.39
TXN_0313,PROD_0045,3,149.99
TXN_0314,PROD_0023,2,36.59
TXN_0314,PROD_0011,1,60.0
TXN_0314,PROD_0015,1,45.0
TXN_0314,PROD_0032,3,35.0
TXN_0314,PROD_0007,3,11.23
TXN_0315,PROD_0018,2,40.0
TXN_0316,PROD_0009,3,20.64
TXN_0316,PROD_0049,1,16.06
TXN_0316,PROD_0033,3,16.37
TXN_0316,PROD_0049,1,16.99
TXN_0317,PROD_0005,1,15.0
TXN_0317,PROD_0031,2,28.0
TXN_0317,PROD_0040,2,10.84
TXN_0317,PROD_0035,1,14.0
TXN_0317,PROD_0029,1,5.96
TXN_0318,PROD_0037,3,39.29
TXN_0318,PROD_0012,2,27.54
TXN_0319,PROD_0021,2,22.04
TXN_0319,PROD_0045,3,149.99
TXN_0319,PROD_0001,3,18.0
TXN_0319,PROD_0045,2,150.0
TXN_0319,PROD_0049,3,13.15
TXN_0320,PROD_0047,1,27.24
TXN_0320,PROD_0038,2,54.08
TXN_0321,PROD_0033,1,16.37
TXN_0321,PROD_0029,2,6.0
TXN_0321,PROD_0031,3,28.0
TXN_0321,PROD_0036,2,40.31
TXN_0322,PROD_0024,1,18.0
TXN_0322,PROD_0043,1,15.0
TXN_0322,PROD_0029,2,5.96
TXN_0322,PROD_0038,1,60.0
TXN_0322,PROD_0020,3,23.54
TXN_0323,PROD_0049,3,15.0
TXN_0323,PROD_0049,3,15.0
TXN_0323,PROD_0010,3,10.0
TXN_0323,PROD_0043,2,15.0
TXN_0323,PROD_0012,2,27.54
TXN_0324,PROD_0017,1,6.82
TXN_0325,PROD_0035,3,14.0
TXN_0325,PROD_0027,1,156.64
TXN_0326,PROD_0008,2,33.31
TXN_0326,PROD_0039,2,33.94
TXN_0326,PROD_0038,3,53.75
TXN_0327,PROD_0041,1,41.07
TXN_0328,PROD_0043,3,15.76
TXN_0329,PROD_0027,2,163.31
TXN_0329,PROD_0033,1,15.0
TXN_0329,PROD_0017,3,8.0
TXN_0329,PROD_0012,1,25.71
TXN_0329,PROD_0009,1,19.7
TXN_0330,PROD_0040,1,10.91
TXN_0331,PROD_0021,3,18.62
TXN_0331,PROD_0032,1,35.0
TXN_0331,PROD_0048,1,20.0
TXN_0332,PROD_0025,2,33.74
TXN_0332,PROD_0049,3,16.99
TXN_0332,PROD_0029,1,5.96
TXN_0332,PROD_0026,3,35.26
TXN_0333,PROD_0025,1,33.74
TXN_0333,PROD_0034,3,26.03
TXN_0334,PROD_0028,1,22.45
TXN_0335,PROD_0013,1,18.0
TXN_0335,PROD_0035,3,13.54
TXN_0335,PROD_0030,1,120.0
TXN_0336,PROD_0048,3,20.4
TXN_0336,PROD_0039,2,27.14
TXN_0336,PROD_0023,3,36.59
TXN_0337,PROD_0023,2,35.0
TXN_0337,PROD_0033,1,14.72
TXN_0337,PROD_0015,3,45.0
TXN_0337,PROD_0030,2,112.84
TXN_0338,PROD_0031,1,29.79
TXN_0338,PROD_0027,2,159.14
TXN_0338,PROD_0033,2,14.72
TXN_0339,PROD_0010,1,11.36
TXN_0340,PROD_0019,1,30.0
TXN_0341,PROD_0024,3,20.37
TXN_0341,PROD_0004,2,83.07
TXN_0341,PROD_0026,3,35.26
TXN_0341,PROD_0047,3,33.6
TXN_0341,PROD_0009,3,19.7
TXN_0342,PROD_0019,2,30.0
TXN_0343,PROD_0017,1,8.0
TXN_0344,PROD_0002,1,28.63
TXN_0344,PROD_0027,3,138.6
TXN_0345,PROD_0035,1,14.0
TXN_0346,PROD_0048,1,20.0
TXN_0346,PROD_0023,1,36.59
TXN_0346,PROD_0006,3,30.0
TXN_0347,PROD_0036,2,45.0
TXN_0347,PROD_0026,3,30.07
TXN_0347,PROD_0027,1,156.64
TXN_0347,PROD_0012,2,27.54
TXN_0347,PROD_0015,3,40.53
TXN_0348,PROD_0026,3,35.26
TXN_0348,PROD_0035,2,14.11
TXN_0349,PROD_0037,2,40.0
TXN_0349,PROD_0036,2,45.0
TXN_0349,PROD_0049,3,15.0
TXN_0349,PROD_0048,3,20.4
TXN_0350,PROD_0026,3,34.43
TXN_0350,PROD_0030,3,132.92
TXN_0350,PROD_0042,1,12.0
TXN_0350,PROD_0013,1,20.39
TXN_0351,PROD_0020,3,21.56
TXN_0351,PROD_0029,1,6.0
TXN_0351,PROD_0041,2,41.07
TXN_0351,PROD_0033,3,16.41
TXN_0352,PROD_0029,2,5.96
TXN_0352,PROD_0009,2,19.7
TXN_0353,PROD_0009,3,20.0
TXN_0353,PROD_0018,2,38.58
TXN_0353,PROD_0007,2,12.0
TXN_0354,PROD_0039,3,33.94
TXN_0354,PROD_0021,1,20.0
TXN_0354,PROD_0022,2,55.0
TXN_0355,PROD_0040,1,11.15
TXN_0355,PROD_0013,3,16.22
TXN_0355,PROD_0013,1,20.39
TXN_0355,PROD_0040,2,11.15
TXN_0356,PROD_0034,3,22.57
TXN_0356,PROD_0034,3,25.0
TXN_0356,PROD_0018,1,34.99
TXN_0357,PROD_0006,2,30.0
TXN_0358,PROD_0014,1,27.19
TXN_0358,PROD_0011,2,60.0
TXN_0358,PROD_0049,2,16.99
TXN_0358,PROD_0040,3,10.0
TXN_0358,PROD_0005,1,15.59
TXN_0359,PROD_0010,3,11.36
TXN_0359,PROD_0010,1,11.36
TXN_0359,PROD_0029,1,5.96
TXN_0359,PROD_0030,3,116.06
TXN_0360,PROD_0018,2,40.0
TXN_0360,PROD_0040,3,10.91
TXN_0360,PROD_0047,3,30.0
TXN_0360,PROD_0016,2,51.59
TXN_0360,PROD_0004,1,83.07
TXN_0361,PROD_0007,3,11.89
TXN_0361,PROD_0002,3,28.63
TXN_0361,PROD_0029,1,5.96
TXN_0362,PROD_0043,3,15.76
TXN_0362,PROD_0011,1,64.5
TXN_0362,PROD_0032,1,37.86
TXN_0362,PROD_0039,3,30.0
TXN_0362,PROD_0020,1,21.56
TXN_0363,PROD_0015,1,41.48
TXN_0363,PROD_0046,1,32.61
TXN_0363,PROD_0049,3,16.06
TXN_0363,PROD_0033,1,14.72
TXN_0364,PROD_0011,3,61.15
TXN_0364,PROD_0019,3,30.0
TXN_0365,PROD_0044,1,36.91
TXN_0366,PROD_0036,3,40.31
TXN_0366,PROD_0031,1,28.0
TXN_0366,PROD_0038,2,60.0
TXN_0366,PROD_0001,3,18.0
TXN_0367,PROD_0018,1,34.99
TXN_0368,PROD_0022,2,55.0
TXN_0368,PROD_0024,2,20.37
TXN_0369,PROD_0038,2,60.0
TXN_0370,PROD_0010,1,10.0
TXN_0370,PROD_0039,3,27.14
TXN_0370,PROD_0021,3,18.62
TXN_0371,PROD_0012,2,25.0
TXN_0371,PROD_0023,2,35.0
TXN_0372,PROD_0046,2,32.69
TXN_0372,PROD_0044,2,39.71
TXN_0372,PROD_0034,2,26.03
TXN_0372,PROD_0017,2,8.0
TXN_0373,PROD_0026,3,35.0
TXN_0373,PROD_0030,1,129.25
TXN_0373,PROD_0006,3,26.6
TXN_0374,PROD_0018,3,34.99
TXN_0374,PROD_0025,3,33.74
TXN_0374,PROD_0023,1,36.59
TXN_0374,PROD_0003,3,43.68
TXN_0375,PROD_0043,2,15.76
TXN_0376,PROD_0007,1,11.11
TXN_0377,PROD_0030,1,120.0
TXN_0377,PROD_0038,2,68.34
TXN_0377,PROD_0029,2,5.96
TXN_0378,PROD_0040,2,10.0
TXN_0378,PROD_0028,1,20.0
TXN_0378,PROD_0020,2,21.56
TXN_0379,PROD_0030,3,112.84
TXN_0379,PROD_0031,3,28.0
TXN_0379,PROD_0043,3,15.0
TXN_0380,PROD_0048,1,20.4
TXN_0380,PROD_0037,2,39.29
TXN_0380,PROD_0033,1,14.72
TXN_0381,PROD_0024,1,20.37
TXN_0382,PROD_0037,1,40.21
TXN_0383,PROD_0016,2,44.08
TXN_0383,PROD_0010,2,9.32
TXN_0383,PROD_0007,1,11.11
TXN_0384,PROD_0005,3,15.59
TXN_0385,PROD_0022,3,60.07
TXN_0385,PROD_0037,2,40.0
TXN_0385,PROD_0027,1,156.64
TXN_0386,PROD_0048,3,20.4
TXN_0386,PROD_0001,3,18.0
TXN_0386,PROD_0036,1,45.0
TXN_0387,PROD_0041,1,48.89
TXN_0387,PROD_0025,1,28.79
TXN_0387,PROD_0040,1,10.84
TXN_0387,PROD_0010,3,10.0
TXN_0387,PROD_0047,1,30.0
TXN_0388,PROD_0036,1,40.31
TXN_0388,PROD_0039,1,30.0
TXN_0388,PROD_0019,2,30.0
TXN_0388,PROD_0027,1,138.6
TXN_0389,PROD_0033,1,16.37
TXN_0389,PROD_0032,3,37.86
TXN_0389,PROD_0043,2,15.76
TXN_0389,PROD_0018,3,39.26
TXN_0389,PROD_0049,3,15.0
TXN_0390,PROD_0025,3,33.74
TXN_0390,PROD_0017,1,8.0
TXN_0391,PROD_0015,1,45.0
TXN_0392,PROD_0048,3,20.0
TXN_0393,PROD_0035,3,14.0
TXN_0393,PROD_0037,1,43.16
TXN_0393,PROD_0049,3,16.06
TXN_0394,PROD_0040,1,8.92
TXN_0395,PROD_0003,3,38.05
TXN_0396,PROD_0039,3,31.9
TXN_0396,PROD_0005,1,15.0
TXN_0396,PROD_0001,1,17.24
TXN_0397,PROD_0010,1,10.0
TXN_0397,PROD_0009,2,19.93
TXN_0397,PROD_0004,3,83.07
TXN_0398,PROD_0043,2,15.0
TXN_0398,PROD_0002,1,25.0
TXN_0398,PROD_0044,3,36.91
TXN_0398,PROD_0036,2,45.0
TXN_0398,PROD_0041,1,45.0
TXN_0399,PROD_0049,3,16.99
TXN_0400,PROD_0021,3,22.04
TXN_0400,PROD_0009,3,20.64
TXN_0401,PROD_0040,3,10.91
TXN_0401,PROD_0022,1,55.0
TXN_0402,PROD_0022,3,60.07
TXN_0403,PROD_0030,3,112.84
TXN_0403,PROD_0007,1,12.0
TXN_0404,PROD_0046,2,32.69
TXN_0405,PROD_0030,3,120.0
TXN_0405,PROD_0008,2,33.31
TXN_0405,PROD_0042,2,11.95
TXN_0405,PROD_0044,3,39.71
TXN_0405,PROD_0034,3,26.03
TXN_0406,PROD_0005,3,15.5
TXN_0406,PROD_0030,1,116.06
TXN_0406,PROD_0047,1,33.6
TXN_0406,PROD_0038,3,54.08
TXN_0406,PROD_0019,3,30.0
TXN_0407,PROD_0003,2,40.0
TXN_0408,PROD_0025,1,32.0
TXN_0408,PROD_0026,1,34.43
TXN_0408,PROD_0038,3,68.34
TXN_0408,PROD_0016,2,50.0
TXN_0409,PROD_0046,3,32.61
TXN_0409,PROD_0014,1,27.19
TXN_0409,PROD_0034,1,26.03
TXN_0409,PROD_0003,1,38.78
TXN_0410,PROD_0019,1,32.45
TXN_0410,PROD_0049,3,13.15
TXN_0411,PROD_0042,1,12.27
TXN_0411,PROD_0001,1,17.24
TXN_0412,PROD_0025,2,32.0
TXN_0412,PROD_0021,1,17.25
TXN_0412,PROD_0001,2,18.0
TXN_0412,PROD_0035,1,12.24
TXN_0412,PROD_0015,1,47.39
TXN_0413,PROD_0028,2,22.45
TXN_0413,PROD_0002,2,28.63
TXN_0413,PROD_0040,3,10.0
TXN_0414,PROD_0049,2,12.88
TXN_0414,PROD_0044,3,36.91
TXN_0414,PROD_0037,2,43.16
TXN_0414,PROD_0018,3,42.05
TXN_0414,PROD_0009,3,20.64
TXN_0415,PROD_0007,3,11.11
TXN_0415,PROD_0013,3,17.04
TXN_0415,PROD_0041,2,48.89
TXN_0416,PROD_0035,2,14.11
TXN_0416,PROD_0015,1,40.53
TXN_0416,PROD_0034,2,22.57
TXN_0417,PROD_0033,2,16.41
TXN_0418,PROD_0005,3,14.52
TXN_0418,PROD_0017,2,8.0
TXN_0418,PROD_0001,2,18.0
TXN_0418,PROD_0017,1,8.0
TXN_0419,PROD_0012,2,26.69
TXN_0420,PROD_0029,1,6.0
TXN_0420,PROD_0037,3,43.16
TXN_0420,PROD_0035,3,12.24
TXN_0420,PROD_0046,3,32.61
TXN_0420,PROD_0005,2,15.0
TXN_0421,PROD_0025,1,32.0
TXN_0421,PROD_0043,3,15.0
TXN_0421,PROD_0032,2,37.86
TXN_0422,PROD_0012,3,27.54
TXN_0422,PROD_0002,2,26.44
TXN_0422,PROD_0039,2,27.14
TXN_0422,PROD_0016,1,50.0
TXN_0422,PROD_0041,1,41.07
TXN_0423,PROD_0008,2,35.0
TXN_0423,PROD_0018,3,39.26
TXN_0423,PROD_0009,2,18.59
TXN_0423,PROD_0012,1,25.0
TXN_0424,PROD_0007,3,11.89
TXN_0424,PROD_0028,1,19.94
TXN_0425,PROD_0022,1,60.07
TXN_0426,PROD_0034,3,25.0
TXN_0427,PROD_0040,1,11.15
TXN_0427,PROD_0015,2,45.0
TXN_0427,PROD_0039,1,31.9
TXN_0428,PROD_0022,2,60.07
TXN_0429,PROD_0043,1,15.76
TXN_0429,PROD_0035,1,14.0
TXN_0429,PROD_0026,2,34.43
TXN_0429,PROD_0046,1,35.0
TXN_0429,PROD_0014,1,32.89
TXN_0430,PROD_0017,2,8.0
TXN_0430,PROD_0002,2,25.0
TXN_0430,PROD_0039,1,31.9
TXN_0430,PROD_0034,3,25.0
TXN_0431,PROD_0004,1,83.07
TXN_0431,PROD_0025,3,33.74
TXN_0432,PROD_0015,3,41.48
TXN_0432,PROD_0012,2,27.54
TXN_0432,PROD_0015,2,40.53
TXN_0432,PROD_0028,3,19.94
TXN_0432,PROD_0009,3,18.59
TXN_0433,PROD_0039,2,30.0
TXN_0433,PROD_0021,3,22.04
TXN_0434,PROD_0002,2,24.11
TXN_0434,PROD_0004,1,77.74
TXN_0434,PROD_0044,3,36.91
TXN_0435,PROD_0007,3,11.11
TXN_0435,PROD_0006,1,33.83
TXN_0436,PROD_0034,1,25.0
TXN_0436,PROD_0036,2,45.0
TXN_0436,PROD_0016,3,51.9
TXN_0436,PROD_0047,3,33.6
TXN_0437,PROD_0014,2,27.19
TXN_0437,PROD_0041,1,48.89
TXN_0437,PROD_0043,1,15.0
TXN_0438,PROD_0024,1,18.0
TXN_0439,PROD_0044,3,34.23
TXN_0439,PROD_0034,1,22.57
TXN_0439,PROD_0024,2,18.0
TXN_0439,PROD_0001,1,17.24
TXN_0439,PROD_0006,3,26.6
TXN_0440,PROD_0028,3,22.45
TXN_0440,PROD_0033,3,14.72
TXN_0440,PROD_0015,3,41.48
TXN_0441,PROD_0039,2,33.94
TXN_0441,PROD_0021,2,18.62
TXN_0441,PROD_0042,1,12.0
TXN_0441,PROD_0038,2,59.13
TXN_0442,PROD_0016,3,51.9
TXN_0442,PROD_0007,1,12.0
TXN_0442,PROD_0012,3,25.0
TXN_0442,PROD_0040,2,10.0
TXN_0443,PROD_0038,1,68.34
TXN_0444,PROD_0023,3,36.59
TXN_0445,PROD_0033,1,16.41
TXN_0445,PROD_0022,2,60.07
TXN_0446,PROD_0008,2,33.31
TXN_0447,PROD_0010,1,11.36
TXN_0447,PROD_0045,2,150.0
TXN_0447,PROD_0018,2,34.99
TXN_0447,PROD_0040,2,10.84
TXN_0447,PROD_0020,2,21.56
TXN_0448,PROD_0001,3,18.0
TXN_0448,PROD_0015,1,45.0
TXN_0448,PROD_0047,1,30.0
TXN_0448,PROD_0046,3,32.69
TXN_0448,PROD_0040,1,10.84
TXN_0449,PROD_0030,1,116.06
TXN_0449,PROD_0016,2,50.0
TXN_0449,PROD_0042,3,12.27
TXN_0449,PROD_0041,1,40.42
TXN_0449,PROD_0015,2,47.39
TXN_0450,PROD_0035,1,13.54
TXN_0450,PROD_0031,2,29.79
TXN_0450,PROD_0022,1,60.07
TXN_0451,PROD_0035,2,13.54
TXN_0451,PROD_0041,2,41.07
TXN_0451,PROD_0008,3,33.31
TXN_0451,PROD_0032,3,35.0
TXN_0451,PROD_0028,3,20.0
TXN_0452,PROD_0011,1,60.0
TXN_0452,PROD_0025,3,32.0
TXN_0452,PROD_0020,1,25.0
TXN_0453,PROD_0048,3,20.4
TXN_0454,PROD_0022,3,60.07
TXN_0455,PROD_0016,1,51.59
TXN_0455,PROD_0041,2,48.89
TXN_0455,PROD_0007,1,11.89
TXN_0455,PROD_0049,3,16.99
TXN_0455,PROD_0010,2,10.0
TXN_0456,PROD_0009,2,20.0
TXN_0456,PROD_0013,1,16.22
TXN_0456,PROD_0035,1,14.0
TXN_0456,PROD_0004,1,75.0
TXN_0456,PROD_0003,3,38.78
TXN_0457,PROD_0037,2,39.29
TXN_0457,PROD_0014,2,30.0
TXN_0458,PROD_0005,2,15.5
TXN_0458,PROD_0005,1,15.0
TXN_0458,PROD_0008,2,35.0
TXN_0458,PROD_0005,2,14.52
TXN_0459,PROD_0027,3,150.0
TXN_0459,PROD_0041,1,41.07
TXN_0459,PROD_0031,3,29.79
TXN_0459,PROD_0031,1,28.0
TXN_0460,PROD_0026,2,35.26
TXN_0460,PROD_0033,2,15.0
TXN_0461,PROD_0048,2,20.0
TXN_0461,PROD_0043,3,15.0
TXN_0462,PROD_0046,2,30.81
TXN_0463,PROD_0004,3,75.0
TXN_0463,PROD_0042,3,12.27
TXN_0463,PROD_0035,1,12.24
TXN_0464,PROD_0014,2,32.89
TXN_0464,PROD_0016,1,50.0
TXN_0465,PROD_0033,2,16.41
TXN_0465,PROD_0047,1,27.24
TXN_0465,PROD_0042,2,11.95
TXN_0466,PROD_0034,2,26.03
TXN_0467,PROD_0023,2,36.59
TXN_0467,PROD_0047,3,27.24
TXN_0467,PROD_0027,3,156.64
TXN_0467,PROD_0035,3,12.24
TXN_0467,PROD_0016,2,44.08
TXN_0468,PROD_0016,2,51.59
TXN_0468,PROD_0036,2,45.0
TXN_0468,PROD_0039,2,31.9
TXN_0468,PROD_0048,3,20.0
TXN_0468,PROD_0019,3,30.0
TXN_0469,PROD_0035,3,12.24
TXN_0469,PROD_0023,1,35.0
TXN_0469,PROD_0045,3,149.99
TXN_0470,PROD_0024,1,17.9
TXN_0470,PROD_0019,2,30.0
TXN_0470,PROD_0012,1,25.0
TXN_0470,PROD_0035,3,14.11
TXN_0471,PROD_0045,3,149.99
