Transaction ID,Promotion Type,Promotional Period
TXN_0653,10% Off,2024-03-01 to 2024-03-31
TXN_0654,10% Off,2024-03-01 to 2024-03-31
TXN_0655,10% Off,2023-07-01 to 2023-07-15
TXN_0656,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0657,No Promotion,
TXN_0658,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0659,No Promotion,
TXN_0660,No Promotion,
TXN_0661,No Promotion,
TXN_0662,No Promotion,
TXN_0663,No Promotion,
TXN_0664,No Promotion,
TXN_0665,Free Shipping,2023-09-15 to 2023-09-30
TXN_0666,No Promotion,
TXN_0667,No Promotion,
TXN_0668,No Promotion,
TXN_0669,Free Shipping,2023-10-01 to 2023-10-15
TXN_0670,10% Off,2024-09-01 to 2024-09-15
TXN_0671,10% Off,2024-03-01 to 2024-03-31
TXN_0672,No Promotion,
TXN_0673,No Promotion,
TXN_0674,Free Shipping,2022-09-01 to 2022-09-30
TXN_0675,No Promotion,
TXN_0676,10% Off,2024-03-01 to 2024-03-31
TXN_0677,No Promotion,
TXN_0678,Free Shipping,2023-09-15 to 2023-09-30
TXN_0679,No Promotion,
TXN_0680,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0681,No Promotion,
TXN_0682,Free Shipping,2022-09-01 to 2022-09-30
TXN_0683,No Promotion,
TXN_0684,No Promotion,
TXN_0685,No Promotion,
TXN_0686,No Promotion,
TXN_0687,No Promotion,
TXN_0688,No Promotion,
TXN_0689,No Promotion,
TXN_0690,No Promotion,
TXN_0691,No Promotion,
TXN_0692,10% Off,2024-03-01 to 2024-03-31
TXN_0693,10% Off,2024-03-01 to 2024-03-31
TXN_0694,No Promotion,
TXN_0695,No Promotion,
TXN_0696,Free Shipping,2023-10-01 to 2023-10-15
TXN_0697,No Promotion,
TXN_0698,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_0699,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0700,No Promotion,
TXN_0701,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0702,Free Shipping,2022-09-01 to 2022-09-30
TXN_0703,No Promotion,
TXN_0704,No Promotion,
TXN_0705,10% Off,2022-10-01 to 2022-10-31
TXN_0706,No Promotion,
TXN_0707,No Promotion,
TXN_0708,No Promotion,
TXN_0709,No Promotion,
TXN_0710,No Promotion,
TXN_0711,No Promotion,
TXN_0712,No Promotion,
TXN_0713,No Promotion,
TXN_0714,No Promotion,
TXN_0715,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0716,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0717,No Promotion,
TXN_0718,No Promotion,
TXN_0719,No Promotion,
TXN_0720,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0721,No Promotion,
TXN_0722,10% Off,2024-03-01 to 2024-03-31
TXN_0723,No Promotion,
TXN_0724,Free Shipping,2024-07-01 to 2024-07-15
TXN_0725,No Promotion,
TXN_0726,Free Shipping,2023-09-15 to 2023-09-30
TXN_0727,No Promotion,
TXN_0728,No Promotion,
TXN_0729,No Promotion,
TXN_0730,10% Off,2022-10-01 to 2022-10-31
TXN_0731,No Promotion,
TXN_0732,No Promotion,
TXN_0733,10% Off,2022-10-01 to 2022-10-31
TXN_0734,No Promotion,
TXN_0735,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0736,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_0737,Free Shipping,2023-10-01 to 2023-10-15
TXN_0738,10% Off,2024-09-01 to 2024-09-15
TXN_0739,No Promotion,
TXN_0740,No Promotion,
TXN_0741,No Promotion,
TXN_0742,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0743,No Promotion,
TXN_0744,No Promotion,
TXN_0745,No Promotion,
TXN_0746,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0747,No Promotion,
TXN_0748,No Promotion,
TXN_0749,No Promotion,
TXN_0750,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0751,No Promotion,
TXN_0752,No Promotion,
TXN_0753,No Promotion,
TXN_0754,No Promotion,
TXN_0755,No Promotion,
TXN_0756,No Promotion,
TXN_0757,No Promotion,
TXN_0758,No Promotion,
TXN_0759,No Promotion,
TXN_0760,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0761,10% Off,2024-03-01 to 2024-03-31
TXN_0762,No Promotion,
TXN_0763,10% Off,2024-03-01 to 2024-03-31
TXN_0764,No Promotion,
TXN_0765,No Promotion,
TXN_0766,No Promotion,
TXN_0767,No Promotion,
TXN_0768,No Promotion,
TXN_0769,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_0770,No Promotion,
TXN_0771,No Promotion,
TXN_0772,No Promotion,
TXN_0773,No Promotion,
TXN_0774,No Promotion,
TXN_0775,No Promotion,
TXN_0776,Free Shipping,2022-09-01 to 2022-09-30
TXN_0777,No Promotion,
TXN_0778,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0779,10% Off,2022-10-01 to 2022-10-31
TXN_0780,10% Off,2023-07-01 to 2023-07-15
TXN_0781,No Promotion,
TXN_0782,No Promotion,
TXN_0783,No Promotion,
TXN_0784,Free Shipping,2024-07-01 to 2024-07-15
TXN_0785,No Promotion,
TXN_0786,No Promotion,
TXN_0787,No Promotion,
TXN_0788,No Promotion,
TXN_0789,No Promotion,
TXN_0790,10% Off,2022-10-01 to 2022-10-31
TXN_0791,Free Shipping,2023-10-01 to 2023-10-15
TXN_0792,No Promotion,
TXN_0793,No Promotion,
TXN_0794,No Promotion,
TXN_0795,10% Off,2024-03-01 to 2024-03-31
TXN_0796,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0797,Free Shipping,2022-09-01 to 2022-09-30
TXN_0798,No Promotion,
TXN_0799,10% Off,2024-09-01 to 2024-09-15
TXN_0800,10% Off,2024-03-01 to 2024-03-31
TXN_0801,No Promotion,
TXN_0802,Free Shipping,2022-09-01 to 2022-09-30
TXN_0803,No Promotion,
TXN_0804,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0805,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0806,No Promotion,
TXN_0807,No Promotion,
TXN_0808,No Promotion,
TXN_0809,No Promotion,
TXN_0810,No Promotion,
TXN_0811,No Promotion,
TXN_0812,10% Off,2023-02-01 to 2023-02-15
TXN_0813,10% Off,2024-03-01 to 2024-03-31
TXN_0814,Free Shipping,2023-10-01 to 2023-10-15
TXN_0815,No Promotion,
TXN_0816,Free Shipping,2024-07-01 to 2024-07-15
TXN_0817,10% Off,2022-10-01 to 2022-10-31
TXN_0818,No Promotion,
TXN_0819,No Promotion,
TXN_0820,No Promotion,
TXN_0821,No Promotion,
TXN_0822,No Promotion,
TXN_0823,Free Shipping,2023-10-01 to 2023-10-15
TXN_0824,No Promotion,
TXN_0825,No Promotion,
TXN_0826,10% Off,2022-10-01 to 2022-10-31
TXN_0827,Free Shipping,2022-09-01 to 2022-09-30
TXN_0828,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0829,No Promotion,
TXN_0830,No Promotion,
TXN_0831,No Promotion,
TXN_0832,No Promotion,
TXN_0833,No Promotion,
TXN_0834,10% Off,2024-03-01 to 2024-03-31
TXN_0835,No Promotion,
TXN_0836,No Promotion,
TXN_0837,Free Shipping,2022-09-01 to 2022-09-30
TXN_0838,No Promotion,
TXN_0839,No Promotion,
TXN_0840,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0841,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0842,No Promotion,
TXN_0843,No Promotion,
TXN_0844,10% Off,2023-02-01 to 2023-02-15
TXN_0845,10% Off,2023-02-01 to 2023-02-15
TXN_0846,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0847,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0848,No Promotion,
TXN_0849,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0850,No Promotion,
TXN_0851,No Promotion,
TXN_0852,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0853,10% Off,2024-03-01 to 2024-03-31
TXN_0854,10% Off,2022-10-01 to 2022-10-31
TXN_0855,Free Shipping,2024-07-01 to 2024-07-15
TXN_0856,No Promotion,
TXN_0857,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0858,No Promotion,
TXN_0859,No Promotion,
TXN_0860,No Promotion,
TXN_0861,No Promotion,
TXN_0862,10% Off,2024-09-01 to 2024-09-15
TXN_0863,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0864,No Promotion,
TXN_0865,No Promotion,
TXN_0866,No Promotion,
TXN_0867,No Promotion,
TXN_0868,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0869,No Promotion,
TXN_0870,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_0871,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0872,No Promotion,
TXN_0873,No Promotion,
TXN_0874,No Promotion,
TXN_0875,No Promotion,
TXN_0876,No Promotion,
TXN_0877,No Promotion,
TXN_0878,No Promotion,
TXN_0879,10% Off,2022-10-01 to 2022-10-31
TXN_0880,No Promotion,
TXN_0881,No Promotion,
TXN_0882,No Promotion,
TXN_0883,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_0884,No Promotion,
TXN_0885,No Promotion,
TXN_0886,No Promotion,
TXN_0887,No Promotion,
TXN_0888,No Promotion,
TXN_0889,No Promotion,
TXN_0890,No Promotion,
TXN_0891,No Promotion,
TXN_0892,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0893,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0894,No Promotion,
TXN_0895,10% Off,2024-03-01 to 2024-03-31
TXN_0896,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0897,10% Off,2023-02-01 to 2023-02-15
TXN_0898,No Promotion,
TXN_0899,No Promotion,
TXN_0900,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0901,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0902,10% Off,2022-10-01 to 2022-10-31
TXN_0903,No Promotion,
TXN_0904,No Promotion,
TXN_0905,No Promotion,
TXN_0906,No Promotion,
TXN_0907,10% Off,2023-07-01 to 2023-07-15
TXN_0908,No Promotion,
TXN_0909,No Promotion,
TXN_0910,No Promotion,
TXN_0911,No Promotion,
TXN_0912,10% Off,2023-07-01 to 2023-07-15
TXN_0913,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0914,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0915,No Promotion,
TXN_0916,10% Off,2024-09-01 to 2024-09-15
TXN_0917,No Promotion,
TXN_0918,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0919,Free Shipping,2023-09-15 to 2023-09-30
TXN_0920,No Promotion,
TXN_0921,No Promotion,
TXN_0922,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0923,No Promotion,
TXN_0924,No Promotion,
TXN_0925,Free Shipping,2024-07-01 to 2024-07-15
TXN_0926,No Promotion,
TXN_0927,No Promotion,
TXN_0928,No Promotion,
TXN_0929,No Promotion,
TXN_0930,No Promotion,
TXN_0931,No Promotion,
TXN_0932,10% Off,2024-03-01 to 2024-03-31
TXN_0933,No Promotion,
TXN_0934,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0935,10% Off,2023-07-01 to 2023-07-15
TXN_0936,No Promotion,
TXN_0937,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0938,No Promotion,
TXN_0939,No Promotion,
TXN_0940,No Promotion,
TXN_0941,10% Off,2023-02-01 to 2023-02-15
TXN_0942,No Promotion,
TXN_0943,No Promotion,
TXN_0944,No Promotion,
TXN_0945,No Promotion,
TXN_0946,No Promotion,
TXN_0947,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_0948,No Promotion,
TXN_0949,Free Shipping,2023-10-01 to 2023-10-15
TXN_0950,10% Off,2022-10-01 to 2022-10-31
TXN_0951,No Promotion,
TXN_0952,No Promotion,
TXN_0953,Free Shipping,2022-09-01 to 2022-09-30
TXN_0954,No Promotion,
TXN_0955,No Promotion,
TXN_0956,No Promotion,
TXN_0957,10% Off,2024-03-01 to 2024-03-31
TXN_0958,No Promotion,
TXN_0959,10% Off,2024-03-01 to 2024-03-31
TXN_0960,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0961,No Promotion,
TXN_0962,10% Off,2022-10-01 to 2022-10-31
TXN_0963,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0964,No Promotion,
TXN_0965,Free Shipping,2022-09-01 to 2022-09-30
TXN_0966,Free Shipping,2023-10-01 to 2023-10-15
TXN_0967,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_0968,10% Off,2022-10-01 to 2022-10-31
TXN_0969,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_0970,No Promotion,
TXN_0971,10% Off,2022-10-01 to 2022-10-31
TXN_0972,Free Shipping,2024-07-01 to 2024-07-15
TXN_0973,Free Shipping,2022-09-01 to 2022-09-30
TXN_0974,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_0975,10% Off,2024-03-01 to 2024-03-31
TXN_0976,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0977,No Promotion,
TXN_0978,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_0979,Free Shipping,2024-07-01 to 2024-07-15
TXN_0980,Free Shipping,2022-09-01 to 2022-09-30
TXN_0981,No Promotion,
TXN_0982,No Promotion,
TXN_0983,Free Shipping,2023-10-01 to 2023-10-15
TXN_0984,10% Off,2022-10-01 to 2022-10-31
TXN_0985,10% Off,2024-03-01 to 2024-03-31
TXN_0986,No Promotion,
TXN_0987,No Promotion,
TXN_0988,No Promotion,
TXN_0989,10% Off,2024-03-01 to 2024-03-31
TXN_0990,No Promotion,
TXN_0991,No Promotion,
TXN_0992,No Promotion,
TXN_0993,No Promotion,
TXN_0994,No Promotion,
TXN_0995,No Promotion,
TXN_0996,No Promotion,
TXN_0997,10% Off,2022-10-01 to 2022-10-31
TXN_0998,No Promotion,
TXN_0999,No Promotion,
TXN_1000,No Promotion,
TXN_1001,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1002,10% Off,2022-10-01 to 2022-10-31
TXN_1003,No Promotion,
TXN_1004,No Promotion,
TXN_1005,10% Off,2024-09-01 to 2024-09-15
TXN_1006,No Promotion,
TXN_1007,No Promotion,
TXN_1008,No Promotion,
TXN_1009,No Promotion,
TXN_1010,No Promotion,
TXN_1011,No Promotion,
TXN_1012,No Promotion,
TXN_1013,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1014,No Promotion,
TXN_1015,No Promotion,
TXN_1016,Free Shipping,2023-10-01 to 2023-10-15
TXN_1017,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1018,No Promotion,
TXN_1019,No Promotion,
TXN_1020,No Promotion,
TXN_1021,10% Off,2024-03-01 to 2024-03-31
TXN_1022,No Promotion,
TXN_1023,No Promotion,
TXN_1024,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1025,No Promotion,
TXN_1026,No Promotion,
TXN_1027,No Promotion,
TXN_1028,10% Off,2022-10-01 to 2022-10-31
TXN_1029,No Promotion,
TXN_1030,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1031,No Promotion,
TXN_1032,No Promotion,
TXN_1033,No Promotion,
TXN_1034,No Promotion,
TXN_1035,No Promotion,
TXN_1036,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1037,10% Off,2022-10-01 to 2022-10-31
TXN_1038,No Promotion,
TXN_1039,No Promotion,
TXN_1040,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1041,10% Off,2023-07-01 to 2023-07-15
TXN_1042,Free Shipping,2022-09-01 to 2022-09-30
TXN_1043,No Promotion,
TXN_1044,No Promotion,
TXN_1045,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1046,No Promotion,
TXN_1047,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1048,No Promotion,
TXN_1049,No Promotion,
TXN_1050,No Promotion,
TXN_1051,No Promotion,
TXN_1052,No Promotion,
TXN_1053,No Promotion,
TXN_1054,No Promotion,
TXN_1055,10% Off,2023-07-01 to 2023-07-15
TXN_1056,No Promotion,
TXN_1057,No Promotion,
TXN_1058,No Promotion,
TXN_1059,No Promotion,
TXN_1060,Free Shipping,2023-09-15 to 2023-09-30
TXN_1061,No Promotion,
TXN_1062,No Promotion,
TXN_1063,10% Off,2024-09-01 to 2024-09-15
TXN_1064,No Promotion,
TXN_1065,Free Shipping,2023-10-01 to 2023-10-15
TXN_1066,10% Off,2023-02-01 to 2023-02-15
TXN_1067,No Promotion,
TXN_1068,Free Shipping,2022-09-01 to 2022-09-30
TXN_1069,No Promotion,
TXN_1070,10% Off,2022-10-01 to 2022-10-31
TXN_1071,Free Shipping,2023-10-01 to 2023-10-15
TXN_1072,No Promotion,
TXN_1073,Free Shipping,2024-07-01 to 2024-07-15
TXN_1074,No Promotion,
TXN_1075,No Promotion,
TXN_1076,No Promotion,
TXN_1077,10% Off,2022-10-01 to 2022-10-31
TXN_1078,10% Off,2022-10-01 to 2022-10-31
TXN_1079,No Promotion,
TXN_1080,No Promotion,
TXN_1081,No Promotion,
TXN_1082,No Promotion,
TXN_1083,No Promotion,
TXN_1084,Free Shipping,2023-09-15 to 2023-09-30
TXN_1085,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1086,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1087,No Promotion,
TXN_1088,10% Off,2022-10-01 to 2022-10-31
TXN_1089,No Promotion,
TXN_1090,No Promotion,
TXN_1091,No Promotion,
TXN_1092,No Promotion,
TXN_1093,No Promotion,
TXN_1094,No Promotion,
TXN_1095,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1096,No Promotion,
TXN_1097,No Promotion,
TXN_1098,No Promotion,
TXN_1099,No Promotion,
TXN_1100,Free Shipping,2022-09-01 to 2022-09-30
TXN_1101,10% Off,2024-09-01 to 2024-09-15
TXN_1102,No Promotion,
TXN_1103,No Promotion,
TXN_1104,No Promotion,
TXN_1105,No Promotion,
TXN_1106,No Promotion,
TXN_1107,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1108,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1109,No Promotion,
TXN_1110,No Promotion,
TXN_1111,10% Off,2023-02-01 to 2023-02-15
TXN_1112,10% Off,2022-10-01 to 2022-10-31
TXN_1113,Free Shipping,2023-10-01 to 2023-10-15
TXN_1114,No Promotion,
TXN_1115,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1116,No Promotion,
TXN_1117,Free Shipping,2024-07-01 to 2024-07-15
TXN_1118,No Promotion,
TXN_1119,10% Off,2023-02-01 to 2023-02-15
TXN_1120,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1121,No Promotion,
TXN_1122,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1123,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1124,10% Off,2024-03-01 to 2024-03-31
TXN_1125,No Promotion,
TXN_1126,No Promotion,
TXN_1127,No Promotion,
TXN_1128,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1129,No Promotion,
TXN_1130,No Promotion,
TXN_1131,10% Off,2024-03-01 to 2024-03-31
TXN_1132,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1133,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1134,No Promotion,
TXN_1135,10% Off,2022-10-01 to 2022-10-31
TXN_1136,Free Shipping,2022-09-01 to 2022-09-30
TXN_1137,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1138,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1139,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1140,No Promotion,
TXN_1141,No Promotion,
TXN_1142,10% Off,2024-09-01 to 2024-09-15
TXN_1143,No Promotion,
TXN_1144,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1145,No Promotion,
TXN_1146,10% Off,2022-10-01 to 2022-10-31
TXN_1147,10% Off,2023-02-01 to 2023-02-15
TXN_1148,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1149,No Promotion,
TXN_1150,Free Shipping,2023-10-01 to 2023-10-15
TXN_1151,10% Off,2024-03-01 to 2024-03-31
TXN_1152,No Promotion,
TXN_1153,No Promotion,
TXN_1154,No Promotion,
TXN_1155,10% Off,2023-02-01 to 2023-02-15
TXN_1156,Free Shipping,2022-09-01 to 2022-09-30
TXN_1157,No Promotion,
TXN_1158,No Promotion,
TXN_1159,No Promotion,
TXN_1160,No Promotion,
TXN_1161,10% Off,2022-10-01 to 2022-10-31
TXN_1162,No Promotion,
TXN_1163,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1164,No Promotion,
TXN_1165,No Promotion,
TXN_1166,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1167,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1168,No Promotion,
TXN_1169,No Promotion,
TXN_1170,No Promotion,
TXN_1171,No Promotion,
TXN_1172,10% Off,2024-03-01 to 2024-03-31
TXN_1173,10% Off,2024-03-01 to 2024-03-31
TXN_1174,No Promotion,
TXN_1175,No Promotion,
TXN_1176,No Promotion,
TXN_1177,Free Shipping,2022-09-01 to 2022-09-30
TXN_1178,No Promotion,
TXN_1179,10% Off,2023-02-01 to 2023-02-15
TXN_1180,No Promotion,
TXN_1181,No Promotion,
TXN_1182,No Promotion,
TXN_1183,10% Off,2024-09-01 to 2024-09-15
TXN_1184,No Promotion,
TXN_1185,10% Off,2024-09-01 to 2024-09-15
TXN_1186,No Promotion,
TXN_1187,No Promotion,
TXN_1188,No Promotion,
TXN_1189,No Promotion,
TXN_1190,No Promotion,
TXN_1191,10% Off,2024-09-01 to 2024-09-15
TXN_1192,No Promotion,
TXN_1193,No Promotion,
TXN_1194,No Promotion,
TXN_1195,No Promotion,
TXN_1196,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1197,10% Off,2023-02-01 to 2023-02-15
TXN_1198,No Promotion,
TXN_1199,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1200,No Promotion,
TXN_1201,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1202,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1203,No Promotion,
TXN_1204,No Promotion,
TXN_1205,No Promotion,
TXN_1206,No Promotion,
TXN_1207,No Promotion,
TXN_1208,No Promotion,
TXN_1209,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1210,Free Shipping,2023-10-01 to 2023-10-15
TXN_1211,No Promotion,
TXN_1212,No Promotion,
TXN_1213,No Promotion,
TXN_1214,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1215,No Promotion,
TXN_1216,No Promotion,
TXN_1217,No Promotion,
TXN_1218,No Promotion,
TXN_1219,No Promotion,
TXN_1220,No Promotion,
TXN_1221,No Promotion,
TXN_1222,Free Shipping,2023-10-01 to 2023-10-15
TXN_1223,No Promotion,
TXN_1224,No Promotion,
TXN_1225,No Promotion,
TXN_1226,No Promotion,
TXN_1227,No Promotion,
TXN_1228,Free Shipping,2022-09-01 to 2022-09-30
TXN_1229,Free Shipping,2022-09-01 to 2022-09-30
TXN_1230,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1231,No Promotion,
TXN_1232,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1233,No Promotion,
TXN_1234,10% Off,2023-07-01 to 2023-07-15
TXN_1235,Free Shipping,2022-09-01 to 2022-09-30
TXN_1236,No Promotion,
TXN_1237,10% Off,2022-10-01 to 2022-10-31
TXN_1238,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1239,No Promotion,
TXN_1240,No Promotion,
TXN_1241,No Promotion,
TXN_1242,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1243,No Promotion,
TXN_1244,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1245,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1246,Free Shipping,2024-07-01 to 2024-07-15
TXN_1247,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1248,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1249,No Promotion,
TXN_1250,No Promotion,
TXN_1251,No Promotion,
TXN_1252,No Promotion,
TXN_1253,Free Shipping,2022-09-01 to 2022-09-30
TXN_1254,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1255,10% Off,2024-03-01 to 2024-03-31
TXN_1256,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1257,10% Off,2023-02-01 to 2023-02-15
TXN_1258,No Promotion,
TXN_1259,10% Off,2024-03-01 to 2024-03-31
TXN_1260,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1261,Free Shipping,2024-07-01 to 2024-07-15
TXN_1262,No Promotion,
TXN_1263,No Promotion,
TXN_1264,No Promotion,
TXN_1265,No Promotion,
TXN_1266,No Promotion,
TXN_1267,10% Off,2023-02-01 to 2023-02-15
TXN_1268,Free Shipping,2022-09-01 to 2022-09-30
TXN_1269,No Promotion,
TXN_1270,No Promotion,
TXN_1271,No Promotion,
TXN_1272,No Promotion,
TXN_1273,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1274,No Promotion,
TXN_1275,No Promotion,
TXN_1276,No Promotion,
TXN_1277,Free Shipping,2023-09-15 to 2023-09-30
TXN_1278,Free Shipping,2022-09-01 to 2022-09-30
TXN_1279,10% Off,2023-02-01 to 2023-02-15
TXN_1280,No Promotion,
TXN_1281,No Promotion,
TXN_1282,No Promotion,
TXN_1283,No Promotion,
TXN_1284,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1285,No Promotion,
TXN_1286,Buy 1 Get 1 Free,2024-06-01 to 2024-06-15
TXN_1287,No Promotion,
TXN_1288,No Promotion,
TXN_1289,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1290,No Promotion,
TXN_1291,Buy 1 Get 1 Free,2023-08-15 to 2023-09-15
TXN_1292,No Promotion,
TXN_1293,No Promotion,
TXN_1294,Free Shipping,2022-09-01 to 2022-09-30
TXN_1295,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1296,Free Shipping,2024-07-01 to 2024-07-15
TXN_1297,No Promotion,
TXN_1298,Buy 1 Get 1 Free,2023-11-25 to 2023-12-25
TXN_1299,No Promotion,
TXN_1300,No Promotion,
TXN_1301,Buy 1 Get 1 Free,2022-08-01 to 2022-08-31
TXN_1302,No Promotion,
TXN_1303,No Promotion,
TXN_1304,No Promotion,
TXN_1305,Free Shipping,2023-10-01 to 2023-10-15
TXN_1306,No Promotion,
TXN_1307,Buy 1 Get 1 Free,2022-12-01 to 2022-12-31
TXN_1308,No Promotion,
TXN_1309,10% Off,2022-10-01 to 2022-10-31
TXN_1310,No Promotion,
TXN_1311,No Promotion,
